Metric: | MAE	| RMSE	
Avg:	0.8517	2.1207
Min:	0.8262	2.0573

==================================
Detailed results for 50 epochs:
0.9511	2.2833
0.9232	2.2188
0.9014	2.1824
0.8928	2.1724
0.8838	2.1591
0.8803	2.1728
0.8746	2.1530
0.8680	2.1465
0.8634	2.1362
0.8609	2.1287
0.8569	2.1265
0.8603	2.1416
0.8555	2.1233
0.8514	2.1137
0.8494	2.1125
0.8497	2.1099
0.8486	2.1134
0.8493	2.1235
0.8456	2.1124
0.8479	2.1234
0.8485	2.1266
0.8424	2.1043
0.8439	2.1096
0.8458	2.1217
0.8440	2.1155
0.8407	2.1008
0.8416	2.1045
0.8413	2.1034
0.8359	2.0877
0.8367	2.0902
0.8413	2.1087
0.8450	2.1280
0.8420	2.1161
0.8453	2.1307
0.8425	2.1183
0.8380	2.0990
0.8398	2.1077
0.8354	2.0883
0.8334	2.0840
0.8296	2.0693
0.8456	2.1353
0.8300	2.0689
0.8331	2.0821
0.8339	2.0891
0.8378	2.1046
0.8414	2.1212
0.8262	2.0573
0.8393	2.1124
0.8372	2.1048
0.8340	2.0931
