Metric: | MAE	| RMSE	| Loss	
Avg:	4.0802	20.9554	187.3786
Min:	3.8741	20.1662	136.8735

==================================
Detailed results for 50 epochs:
5.3894	33.1436	1280.2970
4.4392	24.7359	405.4616
4.0868	21.7374	260.8694
3.9258	20.9181	221.1576
3.9099	20.6240	205.5747
3.9110	20.3944	196.8860
3.8915	20.3739	191.1999
3.9127	20.2843	187.5345
3.9060	20.2288	184.2276
3.8741	20.1662	181.5071
3.9010	20.2205	178.0983
3.8957	20.2154	176.0678
3.9361	20.2051	173.7461
3.9507	20.2787	171.1837
3.9703	20.2754	169.8043
3.9659	20.2821	167.6823
3.9793	20.2871	166.4456
3.9709	20.3121	164.6697
3.9841	20.3197	163.0852
4.0003	20.3377	161.3329
4.0185	20.3876	159.7157
3.9900	20.3689	158.4861
4.0252	20.3869	157.0381
4.0249	20.4160	155.0440
4.0517	20.4239	153.3728
4.0511	20.4613	152.9327
4.0693	20.5018	151.4586
4.0767	20.5084	150.3122
4.0842	20.5014	149.2460
4.1102	20.6040	147.8870
4.0838	20.5761	147.4619
4.0907	20.6269	146.7935
4.0831	20.6073	145.7609
4.0877	20.6723	144.8601
4.1160	20.7556	144.2038
4.1453	20.8561	143.1738
4.1048	20.7772	143.2905
4.1281	20.8052	142.1392
4.1157	20.8610	141.8975
4.1270	20.7868	141.1450
4.1287	20.9018	140.2422
4.1336	20.9102	140.3703
4.1850	21.0284	139.4911
4.1435	21.0624	139.2127
4.1687	21.0057	138.7231
4.1768	21.0866	138.4994
4.1611	21.0928	137.8035
4.1687	21.1168	137.3384
4.1922	21.1647	137.3270
4.1683	21.1751	136.8735
