Metric: | MAE	| RMSE	
Avg:	0.8390	2.0198
Min:	0.8233	1.9943

==================================
Detailed results for 50 epochs:
0.9541	2.3208
0.8830	2.1235
0.8660	2.0715
0.8526	2.0495
0.8465	2.0468
0.8492	2.0447
0.8343	2.0349
0.8343	2.0243
0.8286	2.0242
0.8488	2.0229
0.8369	2.0205
0.8469	2.0170
0.8372	2.0151
0.8385	2.0140
0.8408	2.0192
0.8280	2.0147
0.8291	2.0156
0.8528	2.0110
0.8318	2.0127
0.8298	2.0073
0.8481	2.0073
0.8330	2.0193
0.8469	2.0078
0.8382	2.0044
0.8362	2.0184
0.8383	2.0050
0.8364	2.0062
0.8264	2.0132
0.8353	2.0056
0.8270	2.0030
0.8370	2.0048
0.8336	2.0065
0.8353	2.0029
0.8322	2.0021
0.8289	2.0007
0.8291	2.0023
0.8310	1.9997
0.8464	2.0022
0.8313	2.0000
0.8292	2.0018
0.8284	1.9993
0.8251	1.9993
0.8235	1.9978
0.8274	1.9943
0.8309	1.9968
0.8294	1.9957
0.8233	1.9949
0.8380	1.9961
0.8304	1.9968
0.8256	1.9948
