Metric: | MAE	| RMSE	| Loss	
Avg:	4.6807	24.5954	215.4834
Min:	4.2064	21.7282	93.7166

==================================
Detailed results for 50 epochs:
9.7318	54.6657	1552.3040
5.9678	35.4175	770.5537
5.3911	32.8204	598.3910
4.9907	30.7797	512.9895
4.7667	28.8926	444.6357
4.6133	27.0830	382.7373
4.4628	25.5104	329.4864
4.3687	24.2671	286.7214
4.3071	23.3558	255.0976
4.2752	22.7151	233.3896
4.2375	22.3745	216.0992
4.2188	22.0754	205.2315
4.2254	21.9435	196.1317
4.2190	21.8202	187.6789
4.2188	21.7770	181.7012
4.2064	21.7282	175.8301
4.2352	21.7755	170.3542
4.2990	21.7921	165.5431
4.2430	21.8336	161.6372
4.2679	21.9022	158.4853
4.3323	21.9590	154.5522
4.3416	22.0394	150.9264
4.3550	22.1544	148.6192
4.3692	22.2665	144.7181
4.3555	22.3426	142.2296
4.3941	22.4029	139.9036
4.4196	22.5368	136.9454
4.4412	22.6500	134.3176
4.4600	22.7101	131.5851
4.4933	22.8112	129.6896
4.5086	22.9203	126.9297
4.6047	23.1183	125.1308
4.5677	23.2121	122.3970
4.5770	23.2961	120.3568
4.6223	23.4225	118.5709
4.6627	23.5695	116.1161
4.6808	23.6267	114.0738
4.7058	23.7904	112.6721
4.7102	23.8664	110.3710
4.7526	24.1008	108.0997
4.7496	24.1373	106.7962
4.7740	24.2417	105.7079
4.7928	24.3943	103.4955
4.8374	24.4448	102.1302
4.8585	24.6533	100.4939
4.8445	24.6555	99.3947
4.8604	24.8670	97.7825
4.8564	24.8406	96.5764
4.9157	25.1008	94.8716
4.9434	25.1082	93.7166
