Metric: | MAE	| RMSE	
Avg:	0.8346	2.0184
Min:	0.8106	1.9577

==================================
Detailed results for 50 epochs:
0.9875	2.5220
0.9190	2.2616
0.8806	2.1284
0.8516	2.0784
0.8527	2.0513
0.8330	2.0378
0.8368	2.0359
0.8314	2.0334
0.8243	2.0382
0.8247	2.0340
0.8290	2.0265
0.8323	2.0273
0.8417	2.0281
0.8305	2.0243
0.8432	2.0236
0.8283	2.0202
0.8532	2.0244
0.8226	2.0208
0.8312	2.0179
0.8321	2.0052
0.8347	2.0009
0.8313	1.9993
0.8373	2.0017
0.8241	2.0027
0.8335	1.9950
0.8258	1.9942
0.8241	1.9940
0.8347	1.9860
0.8319	1.9870
0.8283	1.9868
0.8386	2.0116
0.8317	1.9833
0.8227	1.9830
0.8205	1.9823
0.8197	1.9824
0.8283	1.9790
0.8269	1.9809
0.8276	1.9770
0.8261	1.9830
0.8235	1.9737
0.8216	1.9790
0.8135	1.9764
0.8239	1.9687
0.8230	1.9711
0.8194	1.9733
0.8193	1.9657
0.8106	1.9712
0.8121	1.9652
0.8152	1.9697
0.8124	1.9577
