Metric: | MAE	| RMSE	
Avg:	6.8853	46.1745
Min:	6.1118	40.8438

==================================
Detailed results for 50 epochs:
9.7263	54.6243
9.0852	54.0400
8.7293	53.4955
8.4539	52.9849
8.2291	52.4950
8.0347	52.0256
7.8649	51.5757
7.7162	51.1419
7.6069	50.7230
7.4745	50.3175
7.3931	49.9320
7.2812	49.5513
7.2105	49.1828
7.1237	48.8231
7.0685	48.4777
6.9847	48.1460
6.9356	47.8201
6.8724	47.5098
6.8294	47.2006
6.7960	46.9069
6.7236	46.6174
6.6714	46.3372
6.6311	46.0611
6.6041	45.7987
6.5917	45.5379
6.5229	45.2858
6.5066	45.0395
6.5013	44.8119
6.4733	44.5698
6.4362	44.3554
6.4104	44.1225
6.3782	43.9074
6.3815	43.6996
6.3259	43.4879
6.3082	43.2928
6.3237	43.1060
6.3527	42.9457
6.2854	42.7346
6.2451	42.5483
6.2390	42.3786
6.2738	42.2125
6.2442	42.0475
6.2248	41.8781
6.2424	41.7308
6.1676	41.5669
6.1834	41.4299
6.1930	41.2867
6.1594	41.1326
6.1379	40.9826
6.1118	40.8438
