Metric: | MAE	| RMSE	
Avg:	0.8411	2.1176
Min:	0.8120	2.0435

==================================
Detailed results for 50 epochs:
0.9255	2.2327
0.8910	2.1939
0.8723	2.1704
0.8609	2.1540
0.8506	2.1300
0.8523	2.1496
0.8489	2.1523
0.8434	2.1343
0.8386	2.1238
0.8341	2.1086
0.8417	2.1337
0.8368	2.1248
0.8296	2.0995
0.8381	2.1286
0.8378	2.1204
0.8224	2.0803
0.8427	2.1438
0.8341	2.1188
0.8344	2.1130
0.8257	2.0933
0.8360	2.1169
0.8369	2.1127
0.8295	2.0912
0.8260	2.0906
0.8287	2.1025
0.8326	2.1042
0.8332	2.1067
0.8241	2.0836
0.8270	2.0860
0.8120	2.0435
0.8266	2.0845
0.8328	2.1070
0.8324	2.0998
0.8447	2.1256
0.8284	2.0850
0.8463	2.1308
0.8370	2.1074
0.8293	2.0909
0.8324	2.0938
0.8461	2.1218
0.8488	2.1340
0.8152	2.0550
0.8457	2.1120
0.8228	2.0735
0.8289	2.0848
0.8670	2.1626
0.8459	2.1212
0.8631	2.1608
0.8658	2.1634
0.8464	2.1226
