Metric: | MAE	| RMSE	
Avg:	0.8407	2.1188
Min:	0.8169	2.0571

==================================
Detailed results for 50 epochs:
0.9388	2.2530
0.9025	2.1951
0.8899	2.1925
0.8700	2.1506
0.8653	2.1538
0.8646	2.1699
0.8585	2.1573
0.8514	2.1395
0.8513	2.1476
0.8468	2.1381
0.8424	2.1241
0.8458	2.1418
0.8391	2.1158
0.8411	2.1279
0.8377	2.1174
0.8461	2.1450
0.8407	2.1306
0.8376	2.1230
0.8277	2.0883
0.8365	2.1258
0.8402	2.1357
0.8429	2.1370
0.8377	2.1281
0.8414	2.1368
0.8328	2.1080
0.8283	2.0961
0.8402	2.1321
0.8340	2.1198
0.8210	2.0712
0.8270	2.0897
0.8185	2.0690
0.8188	2.0688
0.8264	2.0979
0.8329	2.1027
0.8262	2.0930
0.8335	2.1146
0.8277	2.0966
0.8263	2.0907
0.8313	2.1016
0.8296	2.0960
0.8226	2.0835
0.8258	2.0840
0.8175	2.0605
0.8404	2.1238
0.8347	2.1031
0.8263	2.0904
0.8169	2.0571
0.8471	2.1377
0.8238	2.0778
0.8310	2.1003
