Metric: | MAE	| RMSE	
Avg:	0.8414	2.0419
Min:	0.8171	1.9853

==================================
Detailed results for 50 epochs:
1.0222	2.6990
0.9661	2.4550
0.9341	2.3060
0.9003	2.2077
0.8801	2.1323
0.8690	2.0826
0.8539	2.0528
0.8570	2.0450
0.8365	2.0254
0.8315	2.0198
0.8376	2.0127
0.8228	2.0128
0.8243	2.0066
0.8320	2.0202
0.8417	2.0250
0.8186	2.0082
0.8292	2.0059
0.8219	2.0113
0.8252	2.0090
0.8235	2.0053
0.8297	2.0061
0.8219	2.0098
0.8252	2.0004
0.8267	2.0066
0.8294	1.9990
0.8498	2.0061
0.8246	2.0063
0.8242	2.0027
0.8238	1.9999
0.8228	2.0084
0.8188	1.9990
0.8333	2.0085
0.8387	2.0001
0.8299	1.9972
0.8246	1.9985
0.8279	1.9980
0.8330	1.9997
0.8256	1.9971
0.8335	1.9960
0.8261	1.9906
0.8171	1.9957
0.8273	1.9971
0.8345	1.9925
0.8345	1.9932
0.8311	1.9915
0.8199	1.9987
0.8228	1.9888
0.8367	1.9915
0.8243	1.9859
0.8243	1.9853
