Metric: | MAE	| RMSE	
Avg:	7.4890	49.6498
Min:	6.4541	45.5558

==================================
Detailed results for 50 epochs:
10.2175	55.0416
9.8045	54.7255
9.3872	54.4222
9.1420	54.1353
8.9437	53.8587
8.7895	53.5902
8.6515	53.3296
8.5198	53.0738
8.4015	52.8246
8.3010	52.5807
8.1950	52.3423
8.1073	52.1095
8.0004	51.8784
7.9182	51.6530
7.8185	51.4313
7.7524	51.2157
7.6781	51.0027
7.6156	50.7933
7.5426	50.5876
7.5152	50.3874
7.4444	50.1874
7.3906	49.9940
7.3410	49.8009
7.2819	49.6103
7.2249	49.4196
7.1675	49.2379
7.1608	49.0610
7.0773	48.8806
7.0570	48.7044
7.0641	48.5371
7.0074	48.3671
6.9430	48.1965
6.9407	48.0362
6.8749	47.8715
6.8669	47.7131
6.8273	47.5558
6.7576	47.3961
6.7554	47.2470
6.7177	47.0935
6.6749	46.9472
6.6498	46.7962
6.6496	46.6535
6.5994	46.5051
6.6125	46.3710
6.5775	46.2263
6.5544	46.0906
6.5237	45.9528
6.4926	45.8182
6.4614	45.6789
6.4541	45.5558
