Metric: | MAE	| RMSE	| Loss	
Avg:	4.2837	22.3187	180.3604
Min:	3.9135	20.4725	114.4579

==================================
Detailed results for 50 epochs:
9.2161	53.9655	1508.0522
4.5296	28.2972	590.3696
4.1931	23.7380	330.9047
4.0129	21.6791	246.2302
3.9316	20.9583	213.6299
3.9135	20.6716	197.3394
3.9191	20.5286	186.5865
3.9168	20.4725	179.4480
3.9517	20.5234	174.0044
3.9490	20.4892	169.3426
3.9609	20.4727	164.9953
3.9731	20.5258	161.1324
3.9911	20.5961	157.9301
4.0660	20.6926	154.5635
4.0470	20.7397	151.5441
4.0486	20.7504	148.5162
4.0831	20.8078	146.1987
4.0869	20.8920	144.0042
4.0958	20.9163	141.4103
4.1410	21.0280	139.7177
4.1118	21.1081	137.9385
4.1274	21.1568	135.9708
4.1562	21.2192	134.6898
4.1618	21.2487	133.1905
4.1689	21.3066	131.7180
4.1854	21.3601	130.8200
4.1895	21.3865	129.4514
4.2261	21.5243	128.8977
4.2465	21.5511	128.0746
4.2364	21.6080	126.8005
4.2469	21.7030	126.1227
4.2567	21.7787	125.2071
4.2390	21.7543	124.3387
4.2556	21.7998	123.9323
4.2871	21.9076	122.7506
4.2897	22.0012	122.2341
4.2994	22.0557	121.3868
4.2782	21.9968	121.1253
4.3115	22.0412	120.1766
4.3250	22.2004	119.5807
4.3097	22.2612	119.2289
4.3323	22.2187	118.6295
4.3331	22.3054	117.7535
4.3596	22.4328	117.5213
4.3590	22.3824	116.9740
4.3722	22.5224	116.9137
4.3661	22.4849	115.5495
4.3664	22.5878	115.6886
4.3784	22.6042	114.9770
4.3818	22.6821	114.4579
