Metric: | MAE	| RMSE	| Loss	
Avg:	0.6595	1.6662	1.6780
Min:	0.6499	1.6538	1.5529

==================================
Detailed results for 50 epochs:
0.7265	1.8075	2.9507
0.6870	1.7362	2.0805
0.6749	1.7108	1.9505
0.6692	1.6976	1.8837
0.6648	1.6887	1.8410
0.6645	1.6847	1.8070
0.6597	1.6773	1.7815
0.6607	1.6750	1.7639
0.6580	1.6707	1.7450
0.6578	1.6681	1.7314
0.6566	1.6664	1.7153
0.6582	1.6654	1.7036
0.6580	1.6612	1.6936
0.6580	1.6614	1.6851
0.6556	1.6615	1.6765
0.6503	1.6598	1.6683
0.6548	1.6604	1.6621
0.6582	1.6607	1.6534
0.6556	1.6597	1.6488
0.6533	1.6570	1.6434
0.6606	1.6590	1.6376
0.6579	1.6564	1.6312
0.6582	1.6589	1.6279
0.6530	1.6575	1.6236
0.6535	1.6565	1.6194
0.6587	1.6563	1.6147
0.6550	1.6558	1.6090
0.6606	1.6568	1.6047
0.6536	1.6561	1.6045
0.6545	1.6558	1.5987
0.6555	1.6573	1.5969
0.6499	1.6561	1.5930
0.6597	1.6561	1.5887
0.6554	1.6546	1.5859
0.6581	1.6545	1.5833
0.6535	1.6551	1.5777
0.6669	1.6571	1.5801
0.6537	1.6545	1.5772
0.6554	1.6548	1.5722
0.6558	1.6567	1.5708
0.6552	1.6556	1.5693
0.6555	1.6538	1.5664
0.6545	1.6551	1.5651
0.6593	1.6568	1.5642
0.6544	1.6540	1.5632
0.6569	1.6561	1.5614
0.6541	1.6546	1.5615
0.6566	1.6552	1.5577
0.6556	1.6566	1.5529
0.6601	1.6560	1.5537
