Metric: | MAE	| RMSE	
Avg:	7.7541	34.0253
Min:	7.6168	33.2226

==================================
Detailed results for 50 epochs:
7.7729	40.8835
7.7071	38.1167
7.6928	36.2787
7.7877	35.2611
7.8244	34.7574
7.8392	34.2042
7.8462	33.9791
7.8428	33.9664
7.8189	33.7036
7.8653	33.9549
7.8744	34.0872
7.8540	33.9690
7.8426	33.9286
7.8477	33.8812
7.8084	33.6906
7.8247	33.7167
7.8366	33.9678
7.8222	33.8482
7.8396	33.8082
7.7833	33.5389
7.8286	33.7432
7.7827	33.5168
7.8160	33.7676
7.8185	33.9920
7.7627	33.6094
7.7816	33.6838
7.7687	33.5066
7.7544	33.6617
7.7462	33.4948
7.7409	33.4536
7.7402	33.4385
7.7304	33.6204
7.7251	33.4713
7.7566	34.0626
7.6974	33.8087
7.7040	33.5607
7.6927	33.6567
7.7008	33.6981
7.6755	33.4945
7.6942	33.5508
7.6874	33.6199
7.6606	33.5231
7.6503	33.3747
7.6421	33.4772
7.6412	33.5980
7.6168	33.2226
7.6535	33.5988
7.6320	33.4248
7.6321	33.4550
7.6403	33.6351
