Metric: | MAE	| RMSE	| Loss	
Avg:	0.6441	1.6319	1.7094
Min:	0.6352	1.6141	1.6327

==================================
Detailed results for 50 epochs:
0.6911	1.7351	2.6098
0.6714	1.6948	1.9767
0.6617	1.6746	1.8886
0.6534	1.6625	1.8431
0.6557	1.6562	1.8105
0.6488	1.6508	1.7885
0.6433	1.6474	1.7691
0.6502	1.6436	1.7553
0.6419	1.6396	1.7437
0.6416	1.6395	1.7359
0.6444	1.6366	1.7273
0.6454	1.6343	1.7190
0.6399	1.6319	1.7125
0.6430	1.6319	1.7061
0.6409	1.6302	1.7004
0.6503	1.6299	1.6974
0.6387	1.6266	1.6932
0.6425	1.6276	1.6884
0.6407	1.6273	1.6833
0.6429	1.6257	1.6810
0.6373	1.6290	1.6771
0.6362	1.6233	1.6749
0.6406	1.6221	1.6726
0.6390	1.6235	1.6694
0.6433	1.6233	1.6681
0.6433	1.6237	1.6652
0.6376	1.6221	1.6633
0.6426	1.6248	1.6611
0.6478	1.6216	1.6599
0.6405	1.6222	1.6570
0.6357	1.6223	1.6565
0.6362	1.6247	1.6547
0.6415	1.6238	1.6531
0.6363	1.6207	1.6513
0.6427	1.6191	1.6492
0.6361	1.6243	1.6492
0.6380	1.6220	1.6470
0.6375	1.6217	1.6464
0.6462	1.6163	1.6437
0.6384	1.6203	1.6430
0.6396	1.6220	1.6423
0.6382	1.6183	1.6419
0.6405	1.6246	1.6406
0.6478	1.6178	1.6395
0.6352	1.6205	1.6375
0.6468	1.6176	1.6365
0.6409	1.6180	1.6360
0.6429	1.6230	1.6354
0.6455	1.6141	1.6345
0.6424	1.6211	1.6327
